,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1724898,2017-03-08 08:24:56,2017-03-08 08:32:31,454,9 Ave & W 45 St,W 26 St & 8 Ave,Subscriber,Male,1982.0
4867980,2017-05-27 12:09:32,2017-05-27 13:02:12,3159,Putnam Ave & Throop Ave,State St & Smith St,Customer,,
4382320,2017-05-17 16:49:52,2017-05-17 16:57:17,444,Lafayette St & Jersey St,E 10 St & Avenue A,Subscriber,Female,1973.0
1997428,2017-03-23 07:33:23,2017-03-23 07:39:44,380,W 22 St & 8 Ave,W 45 St & 8 Ave,Subscriber,Male,1978.0
151791,2017-01-09 21:24:23,2017-01-09 21:36:18,714,Front St & Washington St,Hanson Pl & Ashland Pl,Subscriber,Male,1979.0
4580210,2017-05-20 20:52:25,2017-05-20 20:56:31,245,W 16 St & The High Line,9 Ave & W 22 St,Subscriber,Male,1966.0
6731497,2017-06-29 17:01:59,2017-06-29 17:11:37,577,Lexington Ave & E 29 St,Pershing Square North,Subscriber,Male,1992.0
1999977,2017-03-23 08:35:06,2017-03-23 08:52:24,1038,1 Ave & E 78 St,Broadway & W 49 St,Subscriber,Male,1970.0
4179216,2017-05-12 22:20:25,2017-05-12 22:44:25,1439,W 63 St & Broadway,E 91 St & 2 Ave,Subscriber,Male,1968.0
5905807,2017-06-15 08:50:17,2017-06-15 08:52:09,111,Monroe St & Classon Ave,Lafayette Ave & Classon Ave,Subscriber,Male,1993.0
1698540,2017-03-07 12:25:48,2017-03-07 12:32:37,408,W 44 St & 5 Ave,9 Ave & W 45 St,Subscriber,Male,1956.0
4360317,2017-05-17 09:28:10,2017-05-17 09:39:17,667,Grand St & Greene St,Broadway & E 14 St,Subscriber,Female,1988.0
1974035,2017-03-22 08:34:47,2017-03-22 08:52:29,1062,E 9 St & Avenue C,E 39 St & 2 Ave,Subscriber,Female,1989.0
2212037,2017-03-30 10:43:15,2017-03-30 11:11:29,1693,Central Park West & W 68 St,Central Park S & 6 Ave,Customer,,
4460753,2017-05-18 19:03:22,2017-05-18 19:13:48,626,Myrtle Ave & Marcy Ave,Lafayette Ave & St James Pl,Subscriber,Male,1982.0
5107850,2017-06-01 12:08:52,2017-06-01 12:18:21,569,E 55 St & 2 Ave,E 74 St & 1 Ave,Subscriber,Male,1938.0
5618541,2017-06-10 11:25:56,2017-06-10 12:07:40,2503,Henry St & Atlantic Ave,W 22 St & 10 Ave,Customer,,
6086422,2017-06-18 18:13:19,2017-06-18 18:30:34,1034,Metropolitan Ave & Bedford Ave,Lexington Ave & Classon Ave,Subscriber,Female,1988.0
1754329,2017-03-08 18:41:52,2017-03-08 18:49:04,432,Hanson Pl & Ashland Pl,Lexington Ave & Classon Ave,Subscriber,Male,1991.0
6074688,2017-06-18 15:26:06,2017-06-18 17:21:20,6913,Allen St & Hester St,Kent Ave & N 7 St,Customer,Male,1986.0
1199468,2017-02-20 12:16:27,2017-02-20 12:36:38,1211,E 19 St & 3 Ave,Lispenard St & Broadway,Subscriber,Female,1991.0
2481694,2017-04-07 20:03:37,2017-04-07 20:14:06,628,W 21 St & 6 Ave,E 15 St & 3 Ave,Subscriber,Male,1983.0
822100,2017-02-03 19:03:41,2017-02-03 19:06:54,193,W 100 St & Broadway,West End Ave & W 107 St,Subscriber,Male,1986.0
3807149,2017-05-05 17:09:14,2017-05-05 17:30:55,1300,12 Ave & W 40 St,Allen St & Stanton St,Subscriber,Male,1958.0
5584784,2017-06-09 17:24:25,2017-06-09 17:40:23,958,W 52 St & 5 Ave,1 Ave & E 78 St,Subscriber,Male,1988.0
4608413,2017-05-21 14:24:28,2017-05-21 14:43:46,1157,5 Ave & E 73 St,W 42 St & 8 Ave,Customer,,
4618078,2017-05-21 16:18:03,2017-05-21 16:38:57,1253,S 5 Pl & S 4 St,1 Ave & E 16 St,Customer,,
6131140,2017-06-19 16:41:23,2017-06-19 16:49:27,484,W 33 St & 7 Ave,Pershing Square North,Subscriber,Female,1976.0
6377101,2017-06-23 17:34:52,2017-06-23 17:45:54,662,Vernon Blvd & 50 Ave,Driggs Ave & Lorimer St,Subscriber,Male,1978.0
3858352,2017-05-06 18:50:24,2017-05-06 18:54:06,221,W 49 St & 8 Ave,W 39 St & 9 Ave,Subscriber,Male,1989.0
1216349,2017-02-20 18:20:10,2017-02-20 18:23:31,200,W 21 St & 6 Ave,W 22 St & 8 Ave,Subscriber,Female,1986.0
384144,2017-01-18 20:55:48,2017-01-18 21:01:51,362,E 20 St & 2 Ave,E 2 St & 2 Ave E,Subscriber,Male,1987.0
2234398,2017-03-30 19:38:57,2017-03-30 19:45:01,363,E 89 St & York Ave,E 78 St & 2 Ave,Subscriber,Male,1989.0
5650844,2017-06-10 18:40:33,2017-06-10 18:54:24,830,Grand St & Elizabeth St,York St & Jay St,Subscriber,Female,1979.0
1643943,2017-03-05 10:54:23,2017-03-05 10:57:22,179,E 88 St & 1 Ave,E 89 St & 3 Ave,Subscriber,Male,1964.0
3764409,2017-05-04 13:58:13,2017-05-04 14:10:26,733,E 2 St & Avenue C,W 18 St & 6 Ave,Subscriber,Female,1966.0
5796364,2017-06-13 12:51:05,2017-06-13 13:08:52,1067,12 Ave & W 40 St,8 Ave & W 31 St,Customer,,
1935488,2017-03-21 08:00:49,2017-03-21 08:07:16,387,E 109 St & 3 Ave,2 Ave & E 99 St,Subscriber,Male,1973.0
3340807,2017-04-26 19:57:40,2017-04-26 20:07:30,590,W 52 St & 9 Ave,12 Ave & W 40 St,Subscriber,Female,1989.0
3796410,2017-05-05 05:44:29,2017-05-05 05:49:24,295,W 41 St & 8 Ave,W 44 St & 5 Ave,Subscriber,Male,1963.0
5526981,2017-06-08 18:47:25,2017-06-08 19:00:39,794,Old Slip & Front St,Broad St & Bridge St,Customer,,
6780132,2017-06-30 12:44:24,2017-06-30 12:56:46,742,Central Park West & W 72 St,Amsterdam Ave & W 79 St,Customer,,
3045037,2017-04-19 12:25:45,2017-04-19 12:30:43,298,9 Ave & W 18 St,W 20 St & 7 Ave,Subscriber,Male,1949.0
3542370,2017-04-30 15:00:56,2017-04-30 15:12:38,701,Pershing Square North,W 25 St & 6 Ave,Subscriber,Male,1986.0
1363728,2017-02-24 16:20:35,2017-02-24 16:29:12,517,W 20 St & 7 Ave,Bank St & Hudson St,Subscriber,Male,1964.0
1756252,2017-03-08 19:14:07,2017-03-08 19:18:22,254,1 Ave & E 30 St,E 39 St & 2 Ave,Subscriber,Male,1957.0
3048627,2017-04-19 14:10:32,2017-04-19 14:30:11,1178,Central Park West & W 85 St,8 Ave & W 52 St,Subscriber,Female,1963.0
1392658,2017-02-25 12:01:21,2017-02-25 12:05:24,242,11 Ave & W 41 St,W 39 St & 9 Ave,Subscriber,Male,1977.0
2293980,2017-04-02 16:16:07,2017-04-02 16:24:50,523,Cleveland Pl & Spring St,Lafayette St & E 8 St,Subscriber,Female,1963.0
3104186,2017-04-20 18:22:43,2017-04-20 18:30:08,444,W 18 St & 6 Ave,W 13 St & Hudson St,Subscriber,Male,1973.0
4560550,2017-05-20 15:00:32,2017-05-20 15:06:29,357,N 8 St & Driggs Ave,Milton St & Franklin St,Subscriber,Female,1982.0
3360717,2017-04-27 10:41:32,2017-04-27 10:48:34,421,W Broadway & Spring St,University Pl & E 14 St,Subscriber,Male,1981.0
3967712,2017-05-09 09:54:07,2017-05-09 09:55:18,71,Berkeley Pl & 6 Ave,Berkeley Pl & 6 Ave,Subscriber,Male,1980.0
2984337,2017-04-18 09:10:39,2017-04-18 09:21:59,680,W 31 St & 7 Ave,E 47 St & Park Ave,Subscriber,Male,1970.0
2485816,2017-04-08 07:48:35,2017-04-08 07:51:28,172,E 33 St & 2 Ave,E 27 St & 1 Ave,Subscriber,Male,1991.0
2617212,2017-04-11 07:00:36,2017-04-11 07:07:36,420,E 58 St & 1 Ave,E 65 St & 2 Ave,Subscriber,Male,1945.0
301299,2017-01-15 13:07:42,2017-01-15 13:25:23,1060,W 74 St & Columbus Ave,W 47 St & 10 Ave,Subscriber,Male,1983.0
4397168,2017-05-17 19:01:01,2017-05-17 19:15:10,849,E 67 St & Park Ave,Riverside Dr & W 72 St,Subscriber,Male,1985.0
2227651,2017-03-30 17:46:14,2017-03-30 17:54:47,513,Jackson Ave & 46 Rd,India St & Manhattan Ave,Subscriber,Female,1989.0
166707,2017-01-10 17:11:58,2017-01-10 17:40:26,1707,W 18 St & 6 Ave,Peck Slip & Front St,Subscriber,Male,1986.0
483123,2017-01-22 12:15:51,2017-01-22 12:27:45,714,W 52 St & 6 Ave,E 31 St & 3 Ave,Subscriber,Male,1988.0
638880,2017-01-28 14:22:36,2017-01-28 14:27:28,291,Broadway & W 41 St,W 43 St & 10 Ave,Subscriber,Male,1980.0
72576,2017-01-04 22:20:34,2017-01-04 22:27:01,387,Mercer St & Bleecker St,E 2 St & Avenue B,Subscriber,Male,1986.0
5437637,2017-06-07 13:13:18,2017-06-07 13:17:43,265,Driggs Ave & Lorimer St,Meserole Ave & Manhattan Ave,Subscriber,Male,1994.0
3477860,2017-04-29 12:39:46,2017-04-29 14:54:54,8108,York St & Jay St,5 Ave & E 63 St,Customer,,
3877370,2017-05-07 12:06:52,2017-05-07 12:08:28,95,W 21 St & 6 Ave,W 21 St & 6 Ave,Subscriber,Female,1984.0
3914880,2017-05-08 10:21:24,2017-05-08 10:30:54,569,W 27 St & 7 Ave,W 26 St & 10 Ave,Subscriber,Male,1970.0
5143265,2017-06-01 19:58:01,2017-06-01 20:19:25,1283,Central Park West & W 68 St,5 Ave & E 73 St,Customer,,
3716549,2017-05-03 17:17:28,2017-05-03 17:22:44,315,Berry St & N 8 St,Banker St & Meserole Ave,Subscriber,Female,1987.0
3898727,2017-05-07 21:16:59,2017-05-07 21:20:20,201,E 16 St & 5 Ave,W 15 St & 7 Ave,Subscriber,Male,1965.0
1199229,2017-02-20 12:10:56,2017-02-20 12:27:08,972,Pershing Square North,W 52 St & 5 Ave,Customer,,
6176149,2017-06-20 17:21:34,2017-06-20 17:27:42,368,E 24 St & Park Ave S,Pershing Square South,Subscriber,Male,1966.0
2057304,2017-03-24 21:04:22,2017-03-24 21:10:23,360,Cathedral Pkwy & Broadway,West End Ave & W 94 St,Subscriber,Male,1981.0
315215,2017-01-16 08:46:48,2017-01-16 08:55:54,546,Lexington Ave & E 29 St,Broadway & W 37 St,Subscriber,Female,1971.0
2690987,2017-04-12 12:36:00,2017-04-12 12:45:23,562,1 Ave & E 18 St,Sullivan St & Washington Sq,Subscriber,Male,1996.0
5928636,2017-06-15 16:06:02,2017-06-15 16:09:32,209,Amsterdam Ave & W 82 St,W 78 St & Broadway,Subscriber,Male,1986.0
2107656,2017-03-26 20:14:13,2017-03-26 20:21:33,440,E 20 St & 2 Ave,E 2 St & Avenue B,Subscriber,Male,1990.0
664969,2017-01-29 16:44:10,2017-01-29 16:53:20,549,Howard St & Centre St,Grand St & Elizabeth St,Subscriber,Male,1979.0
5736857,2017-06-12 13:14:34,2017-06-12 13:25:41,667,Market St & Cherry St,Water - Whitehall Plaza,Customer,,
1407890,2017-02-25 16:16:28,2017-02-25 17:18:43,3735,Old Fulton St,Centre St & Chambers St,Customer,,
5161981,2017-06-02 08:33:50,2017-06-02 08:47:49,838,E 51 St & 1 Ave,Broadway & W 36 St,Subscriber,Male,1987.0
815372,2017-02-03 16:31:42,2017-02-03 16:40:00,498,Washington Pl & Broadway,6 Ave & W 33 St,Subscriber,Male,1979.0
881308,2017-02-06 14:42:05,2017-02-06 14:55:11,785,Lafayette St & Jersey St,1 Ave & E 16 St,Subscriber,Male,1960.0
4451100,2017-05-18 17:38:37,2017-05-18 18:03:49,1512,W 63 St & Broadway,Christopher St & Greenwich St,Subscriber,Female,1987.0
3266533,2017-04-24 16:17:36,2017-04-24 16:26:06,510,W 38 St & 8 Ave,W 21 St & 6 Ave,Customer,,
489664,2017-01-22 15:18:33,2017-01-22 15:27:03,510,E 11 St & 1 Ave,Mercer St & Spring St,Subscriber,Male,1984.0
4169287,2017-05-12 18:22:48,2017-05-12 18:34:50,721,Division St & Bowery,Division St & Bowery,Subscriber,Male,1988.0
5533164,2017-06-08 20:13:27,2017-06-08 20:22:17,530,W 13 St & 6 Ave,Greenwich Ave & Charles St,Subscriber,Male,1966.0
2916849,2017-04-16 21:34:46,2017-04-16 21:47:20,754,Broadway & W 39 St,Broadway & W 24 St,Customer,,
5056320,2017-05-31 16:33:21,2017-05-31 16:38:36,315,Meserole Ave & Manhattan Ave,N 8 St & Driggs Ave,Subscriber,Male,1972.0
3139442,2017-04-21 16:42:40,2017-04-21 17:21:08,2308,Broadway & Battery Pl,Riverside Dr & W 72 St,Subscriber,Male,1969.0
2369134,2017-04-04 17:07:00,2017-04-04 17:17:56,655,Washington Pl & Broadway,Bialystoker Pl & Delancey St,Subscriber,Male,1961.0
5169749,2017-06-02 10:11:30,2017-06-02 10:26:55,925,DeKalb Ave & S Portland Ave,Peck Slip & Front St,Subscriber,Male,1970.0
448876,2017-01-20 22:18:59,2017-01-20 22:27:07,487,W 49 St & 8 Ave,Pershing Square North,Subscriber,Male,1989.0
2530402,2017-04-09 12:11:23,2017-04-09 12:17:41,377,Maiden Ln & Pearl St,Duane St & Greenwich St,Subscriber,Male,1984.0
6389527,2017-06-23 22:14:37,2017-06-23 22:23:14,516,Lafayette Ave & Fort Greene Pl,Carroll St & 5 Ave,Subscriber,Male,1982.0
6440086,2017-06-24 21:53:10,2017-06-24 22:10:39,1048,Broadway & Battery Pl,Barrow St & Hudson St,Subscriber,Female,1983.0
703265,2017-01-31 07:07:39,2017-01-31 07:20:33,773,W 33 St & 7 Ave,Pershing Square South,Subscriber,Male,1973.0
671011,2017-01-29 21:43:22,2017-01-29 21:57:49,867,Columbus Ave & W 103 St,Columbus Ave & W 72 St,Subscriber,Male,1981.0
1236556,2017-02-21 13:34:26,2017-02-21 13:43:33,546,5 Ave & E 73 St,W 63 St & Broadway,Subscriber,Male,1998.0
5075068,2017-05-31 19:35:32,2017-05-31 19:41:57,384,Hanson Pl & Ashland Pl,Fulton St & Grand Ave,Subscriber,Male,1976.0
5715353,2017-06-12 03:07:23,2017-06-12 03:23:28,964,1 Ave & E 62 St,1 Ave & E 30 St,Customer,,
6422935,2017-06-24 16:51:45,2017-06-24 17:17:12,1526,Central Park North & Adam Clayton Powell Blvd,Central Park West & W 100 St,Customer,,
4164762,2017-05-12 17:38:21,2017-05-12 19:01:31,4989,W Broadway & Spring St,Allen St & Rivington St,Subscriber,Male,1964.0
3196320,2017-04-23 10:19:26,2017-04-23 10:29:26,600,E 20 St & Park Ave,Carmine St & 6 Ave,Subscriber,Male,1992.0
4813292,2017-05-26 10:16:52,2017-05-26 10:20:05,192,Fulton St & Clermont Ave,Fulton St & Grand Ave,Subscriber,Male,1983.0
1611514,2017-03-03 14:45:33,2017-03-03 14:48:49,196,Great Jones St,Allen St & Stanton St,Subscriber,Male,1978.0
871400,2017-02-06 08:40:32,2017-02-06 08:48:51,498,Broadway & W 49 St,E 55 St & 3 Ave,Subscriber,Male,1977.0
6447307,2017-06-25 07:55:13,2017-06-25 08:15:14,1200,E 11 St & 2 Ave,South St & Gouverneur Ln,Subscriber,Female,1985.0
6454393,2017-06-25 11:08:30,2017-06-25 11:53:36,2706,West St & Chambers St,3 St & 7 Ave,Subscriber,,
6592708,2017-06-27 15:35:51,2017-06-27 15:49:28,817,Lafayette St & E 8 St,Suffolk St & Stanton St,Subscriber,Female,1963.0
3948258,2017-05-08 20:43:32,2017-05-08 20:52:29,536,Cleveland Pl & Spring St,E 15 St & 3 Ave,Subscriber,Male,1982.0
2773732,2017-04-13 21:35:29,2017-04-13 21:48:05,755,E 80 St & 2 Ave,E 47 St & 2 Ave,Subscriber,Male,1988.0
2880836,2017-04-16 11:40:16,2017-04-16 12:00:07,1190,W 31 St & 7 Ave,E 6 St & Avenue D,Subscriber,Male,1992.0
5946077,2017-06-15 19:00:00,2017-06-15 19:39:35,2374,E 68 St & Madison Ave,W 89 St & Columbus Ave,Subscriber,Male,1961.0
6148815,2017-06-20 08:48:24,2017-06-20 08:55:00,396,8 Ave & W 33 St,9 Ave & W 18 St,Subscriber,Male,1976.0
2712214,2017-04-12 18:52:29,2017-04-12 18:58:51,382,W 25 St & 6 Ave,E 15 St & 3 Ave,Subscriber,Male,1990.0
1174509,2017-02-19 15:39:26,2017-02-19 15:46:02,395,Leonard St & Church St,Grand St & Elizabeth St,Subscriber,Female,1992.0
3192823,2017-04-23 08:10:45,2017-04-23 08:17:40,415,Columbus Ave & W 95 St,Amsterdam Ave & W 73 St,Subscriber,Female,1974.0
6232689,2017-06-21 14:35:11,2017-06-21 15:46:25,4273,Grand Army Plaza & Central Park S,Broadway & W 60 St,Customer,,
5795258,2017-06-13 12:23:45,2017-06-13 12:29:31,346,Greenwich St & W Houston St,MacDougal St & Prince St,Subscriber,Male,1971.0
2079654,2017-03-25 16:14:13,2017-03-25 16:23:11,538,6 Ave & W 33 St,W 49 St & 8 Ave,Subscriber,Male,1990.0
2019920,2017-03-23 19:03:35,2017-03-23 19:05:26,110,Broadway & E 22 St,E 17 St & Broadway,Subscriber,Male,1957.0
5485560,2017-06-08 08:21:59,2017-06-08 08:26:19,259,E 51 St & Lexington Ave,E 51 St & 1 Ave,Subscriber,Female,1972.0
6755985,2017-06-29 22:42:51,2017-06-29 22:47:11,260,W 95 St & Broadway,W 104 St & Amsterdam Ave,Subscriber,Male,1989.0
1770025,2017-03-09 08:25:41,2017-03-09 08:35:20,578,Pershing Square North,Broadway & W 29 St,Subscriber,Female,1989.0
6724544,2017-06-29 15:12:26,2017-06-29 15:28:20,954,E 45 St & 3 Ave,W 37 St & Broadway,Subscriber,Male,1995.0
3994000,2017-05-09 18:15:03,2017-05-09 18:20:50,347,Milton St & Franklin St,Kent Ave & N 7 St,Subscriber,Female,1982.0
4557237,2017-05-20 14:10:21,2017-05-20 14:22:04,703,Lexington Ave & E 63 St,1 Ave & E 78 St,Subscriber,Female,1988.0
781689,2017-02-02 16:05:25,2017-02-02 16:18:14,768,E 13 St & Avenue A,Norfolk St & Broome St,Subscriber,Male,1975.0
428837,2017-01-20 08:30:56,2017-01-20 08:35:34,278,Penn Station Valet,W 41 St & 8 Ave,Subscriber,Male,1983.0
2612811,2017-04-10 21:42:06,2017-04-10 21:53:45,698,W 13 St & 6 Ave,Greenwich St & W Houston St,Subscriber,Female,1995.0
1169034,2017-02-19 14:17:52,2017-02-19 14:38:48,1256,Broadway & Whipple St,Clinton Ave & Flushing Ave,Customer,,
4430194,2017-05-18 11:10:08,2017-05-18 11:14:17,248,Broadway & W 32 St,E 32 St & Park Ave,Subscriber,Male,1984.0
6363150,2017-06-23 14:16:00,2017-06-23 14:55:21,2361,W 44 St & 5 Ave,E 97 St & Madison Ave,Subscriber,Female,1991.0
5768614,2017-06-12 21:10:14,2017-06-12 21:20:13,598,Pershing Square North,W 25 St & 6 Ave,Subscriber,Male,1987.0
6647231,2017-06-28 11:32:05,2017-06-28 11:47:35,930,W 90 St & Amsterdam Ave,Broadway & W 60 St,Subscriber,Female,1950.0
3740085,2017-05-04 06:43:44,2017-05-04 06:49:58,374,Howard St & Centre St,Fulton St & Broadway,Subscriber,Male,1984.0
1938383,2017-03-21 08:48:14,2017-03-21 08:57:31,556,W 22 St & 8 Ave,Broadway & W 37 St,Subscriber,Male,1984.0
5379595,2017-06-06 09:32:22,2017-06-06 09:37:12,290,8 Ave & W 16 St,W 20 St & 11 Ave,Subscriber,Male,1991.0
6062060,2017-06-18 12:15:43,2017-06-18 12:57:11,2487,W 34 St & 11 Ave,Riverside Dr & W 82 St,Customer,Male,1982.0
1006308,2017-02-14 08:01:52,2017-02-14 08:09:11,439,Broadway & W 55 St,E 47 St & Park Ave,Subscriber,Male,1987.0
3160687,2017-04-22 09:49:14,2017-04-22 09:54:13,299,W 20 St & 11 Ave,8 Ave & W 16 St,Subscriber,,1982.0
419799,2017-01-19 20:23:35,2017-01-19 20:29:06,330,8 Ave & W 31 St,W 20 St & 8 Ave,Subscriber,Male,1988.0
1187669,2017-02-19 20:52:15,2017-02-19 21:01:03,528,E 15 St & 3 Ave,E 15 St & 3 Ave,Customer,,
3934312,2017-05-08 17:38:41,2017-05-08 17:43:38,297,LaGuardia Pl & W 3 St,E 4 St & 2 Ave,Customer,,
5623955,2017-06-10 12:41:00,2017-06-10 12:48:42,462,Milton St & Franklin St,Wythe Ave & Metropolitan Ave,Subscriber,Male,1984.0
6293524,2017-06-22 12:26:28,2017-06-22 12:57:55,1887,E 20 St & Park Ave,E 20 St & Park Ave,Subscriber,Male,1960.0
1459269,2017-02-27 15:48:04,2017-02-27 15:56:46,522,Broadway & W 53 St,W 39 St & 9 Ave,Subscriber,Male,1965.0
391694,2017-01-19 08:16:54,2017-01-19 08:21:56,302,Sullivan St & Washington Sq,Lafayette St & Jersey St,Subscriber,Male,1991.0
4641375,2017-05-22 07:19:08,2017-05-22 07:30:25,677,Bank St & Hudson St,8 Ave & W 31 St,Subscriber,Female,1968.0
1191990,2017-02-20 08:16:38,2017-02-20 08:20:03,205,Carmine St & 6 Ave,Mercer St & Spring St,Subscriber,Male,1990.0
2234739,2017-03-30 19:49:02,2017-03-30 19:52:03,180,11 Ave & W 27 St,W 20 St & 11 Ave,Subscriber,Male,1991.0
5425637,2017-06-07 09:05:14,2017-06-07 09:12:15,421,E 45 St & 3 Ave,W 37 St & 5 Ave,Subscriber,Female,1988.0
4037261,2017-05-10 15:07:16,2017-05-10 15:15:08,472,W 11 St & 6 Ave,E 11 St & 2 Ave,Subscriber,Female,1988.0
219007,2017-01-12 09:58:50,2017-01-12 10:17:53,1143,W 24 St & 7 Ave,Maiden Ln & Pearl St,Subscriber,Male,1972.0
5747484,2017-06-12 17:01:11,2017-06-12 17:30:05,1734,12 Ave & W 40 St,Riverside Dr & W 78 St,Customer,,
4270307,2017-05-15 19:11:19,2017-05-15 19:17:47,387,S 4 St & Wythe Ave,Banker St & Meserole Ave,Subscriber,Male,1990.0
5241805,2017-06-03 14:09:16,2017-06-03 14:35:34,1577,E 4 St & 2 Ave,E 47 St & 1 Ave,Customer,,
6737339,2017-06-29 17:53:59,2017-06-29 18:12:48,1128,E 14 St & Avenue B,W 15 St & 7 Ave,Subscriber,Male,1995.0
4219417,2017-05-14 19:18:19,2017-05-14 19:22:26,247,Amsterdam Ave & W 79 St,Amsterdam Ave & W 73 St,Subscriber,Male,1978.0
6663010,2017-06-28 16:33:18,2017-06-28 17:06:46,2008,Centre St & Chambers St,W 43 St & 10 Ave,Subscriber,Male,1972.0
6487347,2017-06-25 19:09:25,2017-06-25 19:22:31,785,W 43 St & 6 Ave,Lexington Ave & E 29 St,Subscriber,Female,1991.0
3180478,2017-04-22 17:32:37,2017-04-22 17:38:50,373,W 13 St & Hudson St,W 4 St & 7 Ave S,Customer,Male,1968.0
2984707,2017-04-18 09:15:29,2017-04-18 09:29:31,842,1 Ave & E 68 St,E 33 St & 5 Ave,Subscriber,Male,1971.0
2954443,2017-04-17 17:41:28,2017-04-17 18:02:41,1273,Grand Army Plaza & Central Park S,Central Park West & W 76 St,Customer,,
2900777,2017-04-16 16:09:57,2017-04-16 16:30:01,1203,1 Ave & E 68 St,E 17 St & Broadway,Subscriber,Male,1989.0
6734212,2017-06-29 17:26:51,2017-06-29 17:45:27,1116,Warren St & Church St,W 27 St & 7 Ave,Subscriber,Male,1949.0
5826515,2017-06-13 20:21:18,2017-06-13 20:48:22,1624,St Marks Pl & 1 Ave,Queens Plaza North & Crescent St,Subscriber,Male,1996.0
484257,2017-01-22 12:49:58,2017-01-22 12:54:36,277,Central Park West & W 85 St,Central Park West & W 100 St,Subscriber,Female,1982.0
2955766,2017-04-17 17:53:23,2017-04-17 17:58:14,290,3 Ave & E 62 St,E 71 St & 1 Ave,Subscriber,Male,1980.0
3250375,2017-04-24 09:08:53,2017-04-24 09:17:28,514,Lexington Ave & E 24 St,W 18 St & 6 Ave,Subscriber,Female,1977.0
5177826,2017-06-02 12:58:41,2017-06-02 13:13:14,872,W 37 St & Broadway,Grand Army Plaza & Central Park S,Subscriber,Male,1991.0
2332611,2017-04-03 15:43:38,2017-04-03 15:48:42,303,E 33 St & 5 Ave,Lexington Ave & E 29 St,Subscriber,Male,1964.0
1618234,2017-03-03 17:40:34,2017-03-03 17:42:42,128,Sullivan St & Washington Sq,Washington Pl & Broadway,Subscriber,Male,1989.0
2847855,2017-04-15 14:16:00,2017-04-15 14:40:47,1486,8 Ave & W 33 St,E 85 St & 3 Ave,Subscriber,Male,1948.0
664105,2017-01-29 16:19:06,2017-01-29 16:37:37,1111,E 2 St & Avenue B,Warren St & Church St,Subscriber,Female,1986.0
4898821,2017-05-27 21:11:19,2017-05-27 22:20:29,4150,Water - Whitehall Plaza,Broadway & W 49 St,Customer,,
491785,2017-01-22 17:20:39,2017-01-22 17:28:32,472,E 53 St & Madison Ave,Broadway & W 32 St,Subscriber,Male,1981.0
4765023,2017-05-24 17:52:52,2017-05-24 18:03:29,637,W 52 St & 6 Ave,Broadway & E 22 St,Subscriber,Male,1973.0
1047050,2017-02-15 13:02:06,2017-02-15 13:08:47,401,5 Ave & E 73 St,Central Park West & W 72 St,Subscriber,Male,1966.0
5417788,2017-06-07 07:45:41,2017-06-07 07:56:00,618,E 47 St & 2 Ave,E 71 St & 1 Ave,Subscriber,Female,1971.0
324634,2017-01-16 14:54:17,2017-01-16 14:59:08,290,W 24 St & 7 Ave,W 20 St & 11 Ave,Subscriber,Male,1982.0
1205224,2017-02-20 14:25:09,2017-02-20 14:31:37,387,Degraw St & Smith St,Lawrence St & Willoughby St,Subscriber,Male,1993.0
1850248,2017-03-12 16:33:49,2017-03-12 16:57:38,1429,E 15 St & 3 Ave,Broadway & W 55 St,Subscriber,Male,1962.0
2253504,2017-04-01 12:57:17,2017-04-01 13:08:40,682,Riverside Dr & W 72 St,W 34 St & 11 Ave,Subscriber,Male,1987.0
2967819,2017-04-17 20:21:36,2017-04-17 20:29:58,501,Lafayette St & E 8 St,E 12 St & 3 Ave,Subscriber,Male,1998.0
5280820,2017-06-04 09:43:18,2017-06-04 09:47:55,276,9 Ave & W 28 St,W 13 St & Hudson St,Subscriber,Male,1983.0
3591906,2017-05-01 16:39:38,2017-05-01 16:53:32,834,Reade St & Broadway,W 16 St & The High Line,Subscriber,Female,1981.0
1703348,2017-03-07 15:57:30,2017-03-07 16:04:06,396,W 13 St & 5 Ave,E 6 St & Avenue B,Subscriber,Female,1994.0
163492,2017-01-10 14:46:45,2017-01-10 14:59:29,763,W 24 St & 7 Ave,Cleveland Pl & Spring St,Subscriber,Male,1983.0
3254481,2017-04-24 10:38:28,2017-04-24 11:02:07,1418,5 Ave & E 88 St,Central Park S & 6 Ave,Customer,,
4229043,2017-05-15 07:34:12,2017-05-15 07:47:44,812,Lewis Ave & Madison St,Emerson Pl & Myrtle Ave,Subscriber,Male,1985.0
480638,2017-01-22 10:52:53,2017-01-22 11:13:00,1206,8 Ave & W 33 St,E 39 St & 3 Ave,Subscriber,Male,1992.0
2779339,2017-04-14 07:52:24,2017-04-14 08:04:27,723,1 Ave & E 18 St,8 Ave & W 33 St,Subscriber,Male,1983.0
4893262,2017-05-27 18:50:15,2017-05-27 19:14:21,1445,W 106 St & Central Park West,Central Park West & W 76 St,Customer,,
633000,2017-01-28 11:08:17,2017-01-28 11:17:47,569,Carroll St & 5 Ave,Butler St & Court St,Subscriber,,
6777252,2017-06-30 11:47:28,2017-06-30 11:58:11,642,W 33 St & 7 Ave,E 48 St & 5 Ave,Subscriber,Male,1988.0
5248852,2017-06-03 15:35:34,2017-06-03 15:46:02,627,W 22 St & 10 Ave,W 15 St & 7 Ave,Subscriber,Male,1960.0
