,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
814606,2017-04-14 05:57:03,2017-04-14 06:02:05,301.623,1st & D St SE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
875570,2017-04-18 09:23:49,2017-04-18 09:36:40,771.257,36th & Calvert St NW / Glover Park,31st & Water St NW,Subscriber
966041,2017-04-27 08:29:49,2017-04-27 08:57:02,1632.912,10th & Florida Ave NW,Kennedy Center,Subscriber
394501,2017-02-28 07:54:00,2017-02-28 08:08:00,826.78,Columbia Rd & Belmont St NW,15th & K St NW,Subscriber
479565,2017-03-10 17:03:00,2017-03-10 17:08:00,339.972,13th St & New York Ave NW,7th & F St NW/Portrait Gallery,Subscriber
240570,2017-02-09 18:11:00,2017-02-09 18:23:00,727.063,Eastern Market Metro / Pennsylvania Ave & 7th St SE,13th & D St NE,Subscriber
498630,2017-03-14 17:26:00,2017-03-14 17:35:00,551.187,Columbus Circle / Union Station,13th & D St NE,Subscriber
1228304,2017-05-20 09:45:18,2017-05-20 09:57:25,727.044,Jefferson Dr & 14th St SW,4th & C St SW,Customer
675599,2017-04-03 06:26:27,2017-04-03 06:32:31,363.98400000000004,14th & R St NW,7th & T St NW,Subscriber
156460,2017-01-29 01:19:00,2017-01-29 01:27:00,464.038,18th St & Wyoming Ave NW,10th & U St NW,Subscriber
754274,2017-04-10 05:51:18,2017-04-10 05:53:21,122.54799999999999,Crystal City Metro / 18th & Bell St,23rd & Crystal Dr,Subscriber
164906,2017-01-30 17:19:00,2017-01-30 18:00:00,2450.745,34th & Water St NW,River Rd & Landy Ln,Subscriber
639497,2017-03-30 17:37:00,2017-03-30 17:59:00,1310.521,Duke St & John Carlyle St,S Glebe & Potomac Ave,Customer
898329,2017-04-20 08:00:58,2017-04-20 08:03:11,133.37,Commerce St & Fayette St,King St & Patrick St,Subscriber
1730723,2017-06-29 07:18:07,2017-06-29 07:28:06,599.857,New Jersey Ave & R St NW,15th & P St NW,Subscriber
940803,2017-04-25 07:28:01,2017-04-25 08:28:49,3648.177,4th St & Madison Dr NW,Constitution Ave & 2nd St NW/DOL,Customer
934509,2017-04-24 08:18:47,2017-04-24 08:29:24,637.655,11th & F St NW,18th & M St NW,Subscriber
1565407,2017-06-17 02:33:28,2017-06-17 04:16:37,6188.04,18th St & Pennsylvania Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
764872,2017-04-11 03:21:52,2017-04-11 03:52:08,1815.4160000000002,18th St & Pennsylvania Ave NW,Wilson Blvd & Franklin Rd,Customer
844864,2017-04-16 04:25:37,2017-04-16 04:41:39,961.872,Jefferson Dr & 14th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1453809,2017-06-08 08:26:25,2017-06-08 08:42:05,940.0419999999999,34th St & Wisconsin Ave NW,15th & L St NW,Subscriber
201335,2017-02-04 18:51:00,2017-02-04 19:14:00,1394.9229999999998,New Hampshire Ave & 24th St NW,Park Rd & Holmead Pl NW,Subscriber
1426730,2017-06-06 08:08:28,2017-06-06 08:19:01,633.484,34th & Water St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
268557,2017-02-14 12:40:00,2017-02-14 12:50:00,570.257,4th & East Capitol St NE,M St & Delaware Ave NE,Subscriber
105067,2017-01-21 08:36:00,2017-01-21 08:41:00,281.43,M St & Delaware Ave NE,Columbus Circle / Union Station,Subscriber
323965,2017-02-20 16:11:00,2017-02-20 17:03:00,3122.0190000000002,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Lincoln Memorial,Customer
450072,2017-03-07 17:22:00,2017-03-07 17:30:00,437.74,20th & L St NW,20th St & Florida Ave NW,Subscriber
1722991,2017-06-28 11:55:40,2017-06-29 12:03:26,465.94300000000004,Convention Center / 7th & M St NW,14th & Rhode Island Ave NW,Subscriber
133156,2017-01-25 17:45:00,2017-01-25 17:50:00,273.596,8th & O St NW,1st & O St NW,Subscriber
44489,2017-01-11 09:13:00,2017-01-11 09:21:00,495.977,14th & D St SE,15th & F St NE,Subscriber
1452206,2017-06-08 07:45:03,2017-06-08 08:01:46,1002.4019999999999,Van Ness Metro / UDC,20th & O St NW / Dupont South,Subscriber
999907,2017-04-30 01:35:02,2017-04-30 01:40:18,315.074,King St Metro South,King St & Patrick St,Subscriber
915460,2017-04-21 12:52:38,2017-04-21 01:00:51,492.866,Rhode Island & Connecticut Ave NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
639829,2017-03-30 17:51:00,2017-03-30 18:04:00,730.68,Columbus Circle / Union Station,1st & Rhode Island Ave NW,Subscriber
1270029,2017-05-24 07:41:13,2017-05-24 07:56:00,886.905,D St & Maryland Ave NE,L'Enfant Plaza / 7th & C St SW,Subscriber
1105724,2017-05-09 09:06:56,2017-05-09 09:13:03,366.75,18th & M St NW,23rd & E St NW ,Subscriber
1180016,2017-05-17 01:05:53,2017-05-17 01:13:11,438.699,4th & M St SW,1st & K St SE,Subscriber
1087862,2017-05-08 05:27:01,2017-05-08 05:38:06,665.2760000000001,Rhode Island Ave Metro,18th St & Rhode Island Ave NE,Subscriber
232903,2017-02-08 17:29:00,2017-02-08 17:39:00,580.2090000000001,Lincoln Memorial,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
1144836,2017-05-14 04:06:14,2017-05-14 04:10:39,264.659,Fairfax Dr & Wilson Blvd,Virginia Square Metro / N Monroe St & 9th St N,Subscriber
1705397,2017-06-27 09:08:13,2017-06-27 09:15:53,459.901,8th & F St NW,North Capitol St & F St NW,Subscriber
244724,2017-02-10 14:48:00,2017-02-10 14:52:00,241.90900000000002,21st & M St NW,18th & M St NW,Subscriber
1535452,2017-06-14 10:05:46,2017-06-14 10:09:26,219.265,14th & Rhode Island Ave NW,15th & K St NW,Subscriber
806627,2017-04-13 11:31:03,2017-04-13 12:12:52,2509.894,10th & G St NW,USDA / 12th & Independence Ave SW,Customer
827780,2017-04-15 03:26:30,2017-04-15 05:56:26,8996.848,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
725459,2017-04-08 03:58:22,2017-04-08 04:17:57,1175.069,8th & F St NW,20th & E St NW,Customer
1163335,2017-05-15 08:52:28,2017-05-15 09:01:09,520.837,Jefferson Dr & 14th St SW,Jefferson Memorial,Subscriber
694854,2017-04-05 02:03:40,2017-04-05 02:05:55,134.963,L'Enfant Plaza / 7th & C St SW,Independence Ave & L'Enfant Plaza SW/DOE,Subscriber
1324113,2017-05-29 07:09:12,2017-05-29 07:14:59,347.741,Constitution Ave & 2nd St NW/DOL,Constitution Ave & 2nd St NW/DOL,Customer
267612,2017-02-14 09:07:00,2017-02-14 09:37:00,1783.6070000000002,Madison & Fairfax St,Jefferson Memorial,Subscriber
1122759,2017-05-11 06:09:49,2017-05-11 06:12:51,182.618,Wisconsin Ave & O St NW,Georgetown Harbor / 30th St NW,Subscriber
1397834,2017-06-04 04:14:11,2017-06-04 04:46:31,1939.9389999999999,Independence Ave & L'Enfant Plaza SW/DOE,19th St & Constitution Ave NW,Customer
952131,2017-04-26 08:02:40,2017-04-26 08:06:26,226.424,12th & L St NW,Metro Center / 12th & G St NW,Subscriber
420089,2017-03-03 09:14:00,2017-03-03 09:21:00,432.70099999999996,1st & K St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1371951,2017-06-02 06:21:30,2017-06-02 06:37:16,945.6360000000001,8th & F St NW,8th & East Capitol St NE,Subscriber
940203,2017-04-25 07:00:05,2017-04-25 07:06:15,370.287,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Maryland Ave & E St NE,Subscriber
466157,2017-03-09 09:29:00,2017-03-09 09:44:00,933.052,3rd & H St NE,Metro Center / 12th & G St NW,Subscriber
605062,2017-03-27 17:46:00,2017-03-27 17:53:00,427.327,Ballston Metro / N Stuart & 9th St N,Pershing & N George Mason Dr,Subscriber
314728,2017-02-19 17:13:00,2017-02-19 17:35:00,1310.7,Jefferson Dr & 14th St SW,14th & Rhode Island Ave NW,Customer
221836,2017-02-07 17:10:00,2017-02-07 17:19:00,502.876,15th & L St NW,5th & K St NW,Subscriber
1253198,2017-05-23 02:10:05,2017-05-23 02:32:39,1354.276,Connecticut & Nebraska Ave NW,20th St & Florida Ave NW,Subscriber
396917,2017-02-28 11:42:00,2017-02-28 12:15:00,1999.2060000000001,8th & D St NW,7th & F St NW/Portrait Gallery,Customer
179011,2017-02-01 15:45:00,2017-02-01 15:53:00,473.76,7th & T St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
759930,2017-04-10 09:10:14,2017-04-10 11:23:11,7976.689,31st & Water St NW,Georgetown Harbor / 30th St NW,Customer
511839,2017-03-17 16:02:00,2017-03-17 17:51:00,6526.861,Jefferson Dr & 14th St SW,M St & Pennsylvania Ave NW,Customer
37296,2017-01-10 07:38:00,2017-01-10 07:42:00,256.355,3rd & G St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
121248,2017-01-24 08:54:00,2017-01-24 09:00:00,353.64099999999996,24th & N St NW,23rd & E St NW ,Subscriber
424009,2017-03-03 18:44:00,2017-03-03 19:10:00,1539.3970000000002,21st & I St NW,1st & K St SE,Subscriber
1335152,2017-05-30 06:36:39,2017-05-30 06:42:48,369.35,Ballenger Ave & Dulaney St,Commonwealth Ave & Oak St,Subscriber
1536499,2017-06-14 11:43:53,2017-06-15 12:13:21,1768.315,20th & O St NW / Dupont South,Neal St & Trinidad Ave NE,Subscriber
192630,2017-02-03 09:16:00,2017-02-03 09:24:00,505.167,20th St & Florida Ave NW,12th & U St NW,Subscriber
1307316,2017-05-28 01:26:16,2017-05-28 01:42:53,997.927,14th & G St NW,New Hampshire Ave & T St NW,Subscriber
630390,2017-03-29 19:06:00,2017-03-29 19:14:00,450.98,5th & F St NW,8th & O St NW,Subscriber
19418,2017-01-05 13:07:00,2017-01-05 13:13:00,358.274,19th & L St NW,15th & P St NW,Subscriber
1033524,2017-05-02 08:36:59,2017-05-02 08:40:04,185.313,14th & L St NW,14th & Rhode Island Ave NW,Subscriber
1125240,2017-05-11 11:15:18,2017-05-11 11:31:44,985.5139999999999,18th & M St NW,37th & O St NW / Georgetown University,Subscriber
1592417,2017-06-19 07:34:00,2017-06-19 07:40:28,388.36,18th & R St NW,14th & V St NW,Subscriber
1100862,2017-05-09 06:18:45,2017-05-09 06:26:27,461.526,Rockville Metro East,Frederick Ave & Horners Ln,Subscriber
1670523,2017-06-25 04:49:05,2017-06-25 04:55:20,375.17199999999997,8th & Eye St SE / Barracks Row,1st & K St SE,Subscriber
1678593,2017-06-25 12:24:40,2017-06-25 12:39:34,893.803,4th & C St SW,Jefferson Dr & 14th St SW,Customer
944818,2017-04-26 01:39:11,2017-04-26 01:47:43,511.849,Tenleytown / Wisconsin Ave & Albemarle St NW,Ward Circle / American University,Subscriber
1086974,2017-05-08 04:53:46,2017-05-08 05:06:23,756.578,Battery Ln & Trolley Trail,River Rd & Landy Ln,Subscriber
280777,2017-02-16 07:00:00,2017-02-16 07:05:00,300.373,4th & E St SW,USDA / 12th & Independence Ave SW,Subscriber
667739,2017-04-02 10:41:48,2017-04-02 11:17:44,2155.754,12th & L St NW,Jefferson Memorial,Customer
690768,2017-04-04 08:33:54,2017-04-04 08:49:45,951.0880000000001,5th & F St NW,21st St & Constitution Ave NW,Subscriber
498602,2017-03-14 17:19:00,2017-03-14 17:24:00,323.176,18th & M St NW,Thomas Circle,Subscriber
1699434,2017-06-27 06:18:23,2017-06-27 06:20:18,115.73299999999999,5th St & Massachusetts Ave NW,8th & H St NW,Subscriber
1577376,2017-06-18 01:32:05,2017-06-18 02:05:38,2013.5529999999999,21st St & Constitution Ave NW,21st St & Constitution Ave NW,Customer
360434,2017-02-24 09:35:00,2017-02-24 09:50:00,917.961,Calvert St & Woodley Pl NW,21st & M St NW,Subscriber
455931,2017-03-08 12:11:00,2017-03-08 12:20:00,506.13300000000004,Clarendon Metro / Wilson Blvd & N Highland St,Clarendon Blvd & Pierce St,Subscriber
512466,2017-03-17 17:00:00,2017-03-17 17:32:00,1910.5120000000002,Henry Bacon Dr & Lincoln Memorial Circle NW,Thomas Circle,Customer
1081375,2017-05-07 09:20:58,2017-05-07 09:25:18,259.84,17th & Corcoran St NW,20th & O St NW / Dupont South,Subscriber
667864,2017-04-02 10:48:17,2017-04-02 10:51:16,178.78,10th & G St NW,8th & D St NW,Subscriber
843583,2017-04-16 03:16:52,2017-04-16 04:05:21,2909.361,24th & N St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
501818,2017-03-15 18:03:00,2017-03-15 18:16:00,764.2389999999999,Constitution Ave & 2nd St NW/DOL,3rd & Tingey St SE,Subscriber
940716,2017-04-25 07:23:40,2017-04-25 07:31:54,493.404,Duke St & John Carlyle St,Market Square / King St & Royal St,Subscriber
1082852,2017-05-07 11:18:43,2017-05-07 01:00:29,6106.859,Prince St & Union St,Franklin & S Washington St,Customer
1658844,2017-06-24 07:37:50,2017-06-24 07:54:24,993.074,Massachusetts Ave & Dupont Circle NW,14th & G St NW,Customer
1358041,2017-06-01 06:23:22,2017-06-01 06:27:33,250.699,Aurora Hills Community Ctr/18th & Hayes St,12th & Army Navy Dr,Subscriber
678683,2017-04-03 08:44:23,2017-04-03 09:03:33,1150.208,10th & K St NW,Georgetown Harbor / 30th St NW,Subscriber
502265,2017-03-15 19:15:00,2017-03-15 19:23:00,473.98400000000004,Mount Vernon Ave & Kennedy St,Monroe Ave & Leslie Ave,Customer
699133,2017-04-05 06:00:56,2017-04-05 06:02:52,115.891,Lincoln Memorial,Henry Bacon Dr & Lincoln Memorial Circle NW,Subscriber
1489830,2017-06-11 03:10:18,2017-06-11 03:14:25,246.24599999999998,17th St & Independence Ave SW,Jefferson Dr & 14th St SW,Customer
317406,2017-02-20 03:29:00,2017-02-20 04:50:00,4861.806,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Columbia Pike & S Orme St,Customer
514052,2017-03-17 18:54:00,2017-03-17 19:00:00,328.60699999999997,8th & O St NW,10th & K St NW,Subscriber
853487,2017-04-16 12:40:28,2017-04-16 12:58:03,1054.214,14th & Rhode Island Ave NW,13th St & New York Ave NW,Customer
170909,2017-01-31 15:54:00,2017-01-31 16:04:00,605.341,4th & E St SW,Columbus Circle / Union Station,Subscriber
1721049,2017-06-28 09:37:23,2017-06-28 10:21:33,2649.3540000000003,12th & L St NW,M St & New Jersey Ave SE,Customer
1156501,2017-05-15 04:45:14,2017-05-15 05:04:08,1134.483,Rhode Island Ave Metro,18th St & Rhode Island Ave NE,Subscriber
166793,2017-01-30 21:01:00,2017-01-30 21:03:00,103.17299999999999,4th & D St NW / Judiciary Square,6th St & Indiana Ave NW,Subscriber
172351,2017-01-31 17:44:00,2017-01-31 17:55:00,641.4590000000001,Clarendon Metro / Wilson Blvd & N Highland St,Arlington Blvd & Fillmore St,Subscriber
1082543,2017-05-07 10:55:14,2017-05-07 11:10:46,931.676,18th & R St NW,11th & Kenyon St NW,Subscriber
883750,2017-04-19 07:04:12,2017-04-19 07:21:59,1066.7910000000002,39th & Veazey St NW,Lynn & 19th St North,Subscriber
131172,2017-01-25 15:17:00,2017-01-25 15:49:00,1931.384,14th & D St NW / Ronald Reagan Building,2nd St & Massachusetts Ave NE,Customer
73125,2017-01-15 18:01:00,2017-01-15 18:13:00,749.284,Metro Center / 12th & G St NW,25th St & Pennsylvania Ave NW,Subscriber
957489,2017-04-27 02:46:09,2017-04-27 02:56:41,631.784,11th & S St NW,5th St & Massachusetts Ave NW,Subscriber
1608613,2017-06-20 09:23:32,2017-06-20 09:27:39,246.382,Fenton St & New York Ave ,Takoma Metro,Subscriber
1637345,2017-06-22 10:46:11,2017-06-22 12:48:42,7350.295999999999,Potomac & Swann Ave,34th & Water St NW,Customer
641859,2017-03-30 20:20:00,2017-03-30 20:24:00,283.218,12th & Army Navy Dr,Eads St & 15th St S,Subscriber
1520061,2017-06-13 08:23:04,2017-06-13 08:40:27,1043.198,Georgia & New Hampshire Ave NW,15th & L St NW,Subscriber
1268270,2017-05-24 06:32:13,2017-05-24 06:46:06,833.4630000000001,20th St & Florida Ave NW,16th & Irving St NW,Subscriber
1120504,2017-05-10 10:58:21,2017-05-10 11:08:15,594.241,Columbia & Ontario Rd NW,Thomas Circle,Subscriber
874470,2017-04-18 08:33:54,2017-04-18 08:41:11,437.336,14th & G St NW,5th St & Massachusetts Ave NW,Subscriber
677618,2017-04-03 07:55:56,2017-04-03 08:04:37,521.286,11th & S St NW,14th & G St NW,Subscriber
68604,2017-01-14 23:26:00,2017-01-14 23:29:00,196.851,Georgia & New Hampshire Ave NW,9th & Upshur St NW,Subscriber
741913,2017-04-09 06:02:59,2017-04-09 06:31:17,1697.786,Lincoln Memorial,8th & H St NW,Customer
207068,2017-02-05 20:54:00,2017-02-05 21:01:00,445.431,3rd & H St NE,Neal St & Trinidad Ave NE,Subscriber
322774,2017-02-20 14:58:00,2017-02-20 15:29:00,1817.658,Jefferson Memorial,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
665657,2017-04-02 08:03:27,2017-04-02 08:22:23,1135.876,4th St & Madison Dr NW,14th St & Spring Rd NW,Subscriber
1432273,2017-06-07 02:14:26,2017-06-07 03:00:37,2770.8979999999997,Pentagon City Metro / 12th & S Hayes St,Pentagon City Metro / 12th & S Hayes St,Customer
686474,2017-04-04 06:09:09,2017-04-04 06:29:35,1226.371,Crabbs Branch Way & Calhoun Pl,Key West Ave & Siesta Key Way,Subscriber
1272501,2017-05-24 09:07:58,2017-05-24 09:23:43,944.857,Ballston Metro / N Stuart & 9th St N,N Veitch & Key Blvd,Subscriber
1531610,2017-06-14 07:42:45,2017-06-14 07:56:40,835.9119999999999,Connecticut Ave & Newark St NW / Cleveland Park,Georgetown Harbor / 30th St NW,Subscriber
36552,2017-01-09 20:42:00,2017-01-09 20:48:00,359.108,14th & Belmont St NW,Adams Mill & Columbia Rd NW,Subscriber
1081213,2017-05-07 09:06:29,2017-05-07 09:21:26,897.461,37th & O St NW / Georgetown University,Massachusetts Ave & Dupont Circle NW,Subscriber
412428,2017-03-02 09:13:00,2017-03-02 09:23:00,585.4590000000001,14th & Harvard St NW,Thomas Circle,Subscriber
1416534,2017-06-05 10:41:46,2017-06-05 11:05:52,1445.9289999999999,24th & N St NW,15th & Euclid St  NW,Subscriber
487103,2017-03-12 10:15:00,2017-03-12 10:27:00,712.596,11th & M St NW,California St & Florida Ave NW,Subscriber
85759,2017-01-18 08:53:00,2017-01-18 09:08:00,905.054,Connecticut Ave & Newark St NW / Cleveland Park,Georgetown Harbor / 30th St NW,Subscriber
1386771,2017-06-03 06:41:29,2017-06-03 07:08:33,1623.885,3rd St & Pennsylvania Ave SE,Lincoln Memorial,Subscriber
1402298,2017-06-04 09:00:46,2017-06-04 09:04:57,250.78900000000002,15th & P St NW,15th & W St NW,Subscriber
615059,2017-03-28 17:14:00,2017-03-28 17:23:00,531.372,Wilson Blvd & Franklin Rd,N Randolph St & Fairfax Dr,Subscriber
1401575,2017-06-04 08:14:39,2017-06-04 10:24:36,7797.201,20th & L St NW,11th & F St NW,Customer
1326676,2017-05-29 10:00:31,2017-05-29 10:09:56,565.1990000000001,1st & M St NE,8th & O St NW,Subscriber
584126,2017-03-25 15:28:00,2017-03-25 15:48:00,1204.961,11th & O St NW,13th St & New York Ave NW,Customer
1090677,2017-05-08 07:08:56,2017-05-08 07:25:33,997.0419999999999,1st & K St SE,Columbus Circle / Union Station,Subscriber
1636563,2017-06-22 09:48:11,2017-06-22 11:03:00,4489.384,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Independence Ave & L'Enfant Plaza SW/DOE,Customer
1473809,2017-06-10 01:50:49,2017-06-10 04:34:28,9819.725,14th & R St NW,Thomas Circle,Customer
1154859,2017-05-15 02:47:46,2017-05-15 03:02:03,856.8739999999999,19th & L St NW,Wisconsin Ave & O St NW,Subscriber
1637596,2017-06-22 11:04:47,2017-06-22 11:14:30,583.609,3rd St & Pennsylvania Ave SE,6th & K St NE,Subscriber
1266073,2017-05-24 05:14:46,2017-05-24 05:25:48,661.95,Constitution Ave & 2nd St NW/DOL,Lincoln Park / 13th & East Capitol St NE ,Subscriber
965914,2017-04-27 08:26:54,2017-04-27 08:28:46,111.65299999999999,18th St & Wyoming Ave NW,Adams Mill & Columbia Rd NW,Subscriber
1042855,2017-05-03 06:46:33,2017-05-03 06:56:35,601.536,Columbia Pike & S Orme St,Columbia Pike & S Walter Reed Dr,Customer
10336,2017-01-04 07:52:00,2017-01-04 07:58:00,348.99300000000005,Columbus Circle / Union Station,Maryland Ave & E St NE,Subscriber
1671880,2017-06-25 06:08:47,2017-06-25 06:26:38,1071.354,Virginia Ave & 25th St NW,11th & S St NW,Customer
1691484,2017-06-26 09:56:46,2017-06-26 10:10:25,818.8739999999999,Wisconsin Ave & O St NW,Adams Mill & Columbia Rd NW,Subscriber
1674187,2017-06-25 08:28:14,2017-06-25 08:35:33,438.889,8th & O St NW,10th & U St NW,Subscriber
318383,2017-02-20 09:44:00,2017-02-20 09:49:00,256.9,North Capitol St & F St NW,5th & F St NW,Subscriber
1216710,2017-05-19 10:46:26,2017-05-19 10:54:15,468.847,Columbia Rd & Georgia Ave NW,15th & Euclid St  NW,Customer
828024,2017-04-15 03:35:33,2017-04-15 04:00:33,1500.473,17th St & Independence Ave SW,14th & D St NW / Ronald Reagan Building,Customer
565909,2017-03-24 00:19:00,2017-03-24 00:37:00,1097.121,8th & H St NW,16th & Harvard St NW,Subscriber
1642536,2017-06-23 05:24:38,2017-06-23 05:49:29,1490.523,Jefferson Memorial,Iwo Jima Memorial/N Meade & 14th St N,Customer
1153950,2017-05-15 01:19:42,2017-05-15 01:46:50,1628.102,Iwo Jima Memorial/N Meade & 14th St N,14th & Rhode Island Ave NW,Subscriber
1568531,2017-06-17 05:29:41,2017-06-17 05:44:57,916.2860000000001,37th & O St NW / Georgetown University,21st & M St NW,Customer
41218,2017-01-10 18:28:00,2017-01-10 18:38:00,622.214,17th St & Massachusetts Ave NW,14th & V St NW,Subscriber
390731,2017-02-27 17:43:00,2017-02-27 18:06:00,1417.225,Kennedy Center,4th & E St SW,Subscriber
1612312,2017-06-21 02:29:48,2017-06-21 03:02:33,1964.8020000000001,1st & D St SE,3rd & D St SE,Subscriber
420916,2017-03-03 11:52:00,2017-03-03 11:59:00,460.796,Georgia & New Hampshire Ave NW,10th & U St NW,Subscriber
82494,2017-01-17 18:14:00,2017-01-17 19:41:00,5174.633,14th & D St NW / Ronald Reagan Building,L'Enfant Plaza / 7th & C St SW,Customer
544216,2017-03-21 16:47:00,2017-03-21 16:59:00,723.3969999999999,10th & K St NW,Columbus Circle / Union Station,Subscriber
91121,2017-01-18 21:37:00,2017-01-18 21:49:00,754.6669999999999,15th & P St NW,11th & Kenyon St NW,Subscriber
1280841,2017-05-25 10:53:18,2017-05-25 11:15:55,1357.336,Fleet St & Ritchie Pkwy,Needwood Rd & Eagles Head Ct,Subscriber
382859,2017-02-26 15:53:00,2017-02-26 16:08:00,897.5989999999999,14th & R St NW,Eckington Pl & Q St NE,Subscriber
381077,2017-02-26 13:11:00,2017-02-26 13:14:00,203.264,13th & D St NE,13th & H St NE,Subscriber
1406444,2017-06-04 12:42:52,2017-06-04 12:58:23,931.007,14th & G St NW,21st & M St NW,Customer
85771,2017-01-18 08:53:00,2017-01-18 09:04:00,642.759,2nd St & Massachusetts Ave NE,7th & F St NW/Portrait Gallery,Subscriber
532440,2017-03-20 13:04:00,2017-03-20 13:17:00,802.885,19th & G St NW,5th & K St NW,Subscriber
1470373,2017-06-09 10:22:19,2017-06-09 10:28:16,357.626,10th & E St NW,4th St & Madison Dr NW,Subscriber
629960,2017-03-29 18:44:00,2017-03-29 18:54:00,585.8240000000001,Jefferson Dr & 14th St SW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Subscriber
1287865,2017-05-26 06:21:04,2017-05-26 06:28:42,458.024,Thomas Circle,New Hampshire Ave & 24th St NW,Subscriber
1636962,2017-06-22 10:14:18,2017-06-22 10:20:35,377.351,8th & F St NE,8th & East Capitol St NE,Customer
648305,2017-04-01 02:44:50,2017-04-01 02:51:11,381.546,Massachusetts Ave & Dupont Circle NW,14th & R St NW,Subscriber
1098390,2017-05-09 04:50:00,2017-05-09 05:04:28,867.943,Florida Ave & R St NW,15th & K St NW,Subscriber
1720612,2017-06-28 09:14:51,2017-06-28 09:26:38,707.222,Convention Center / 7th & M St NW,10th & U St NW,Customer
1567124,2017-06-17 04:06:40,2017-06-17 04:25:21,1120.413,North Capitol St & F St NW,Rhode Island Ave Metro,Customer
704945,2017-04-05 09:19:46,2017-04-05 09:25:30,344.43699999999995,Pentagon City Metro / 12th & S Hayes St,20th & Crystal Dr,Subscriber
739364,2017-04-09 04:13:46,2017-04-09 04:38:55,1509.27,Jefferson Memorial,31st & Water St NW,Subscriber
161083,2017-01-29 19:03:00,2017-01-29 19:10:00,409.30699999999996,Adams Mill & Columbia Rd NW,Columbia Rd & Georgia Ave NW,Subscriber
210321,2017-02-06 11:30:00,2017-02-06 11:42:00,709.94,Park Rd & Holmead Pl NW,Massachusetts Ave & Dupont Circle NW,Subscriber
280405,2017-02-15 22:36:00,2017-02-15 22:42:00,354.471,Massachusetts Ave & Dupont Circle NW,14th & Rhode Island Ave NW,Subscriber
512740,2017-03-17 17:18:00,2017-03-17 17:26:00,490.765,Duke St & John Carlyle St,Madison & N Henry St,Subscriber
216707,2017-02-07 07:40:00,2017-02-07 07:51:00,650.518,14th & Belmont St NW,20th & L St NW,Subscriber
684552,2017-04-04 05:06:17,2017-04-04 05:19:32,795.415,4th St & Madison Dr NW,4th & East Capitol St NE,Subscriber
273413,2017-02-15 07:05:00,2017-02-15 07:32:00,1658.771,Wisconsin Ave & O St NW,Columbus Circle / Union Station,Subscriber
1618675,2017-06-21 07:24:12,2017-06-21 07:32:52,519.895,18th & R St NW,12th & U St NW,Subscriber
936972,2017-04-25 03:43:40,2017-04-25 04:03:25,1184.508,2nd & G St NE,Hamlin & 7th St NE,Customer
1503242,2017-06-12 05:51:54,2017-06-12 06:39:06,2832.002,14th & G St NW,River Rd & Landy Ln,Customer
574437,2017-03-24 21:26:00,2017-03-24 21:31:00,279.506,Henry Bacon Dr & Lincoln Memorial Circle NW,23rd & E St NW ,Customer
1407698,2017-06-05 03:35:53,2017-06-05 03:41:25,331.934,3rd St & Pennsylvania Ave SE,Columbus Circle / Union Station,Subscriber
1509465,2017-06-12 09:40:06,2017-06-12 09:47:00,414.202,15th & M St NW,8th & H St NW,Subscriber
1004371,2017-04-30 05:27:10,2017-04-30 05:35:59,529.258,11th & M St NW,16th & R St NW,Subscriber
1697936,2017-06-27 05:35:08,2017-06-27 05:55:02,1194.743,Jefferson Dr & 14th St SW,15th & East Capitol St NE,Subscriber
865552,2017-04-18 02:53:43,2017-04-18 03:06:03,740.541,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,17th St & Independence Ave SW,Customer
457089,2017-03-08 14:17:00,2017-03-08 14:37:00,1172.322,S Troy St & 26th St S,Mount Vernon Ave & E Del Ray Ave,Subscriber
1458364,2017-06-09 01:16:52,2017-06-09 01:20:20,208.541,Eastern Market Metro / Pennsylvania Ave & 7th St SE,8th & East Capitol St NE,Subscriber
704930,2017-04-05 09:18:48,2017-04-05 09:27:31,522.712,Thomas Circle,21st & I St NW,Subscriber
1180761,2017-05-17 02:39:57,2017-05-17 02:47:48,471.374,23rd & E St NW ,31st & Water St NW,Subscriber
935265,2017-04-24 09:16:26,2017-04-24 09:21:56,329.874,6th & H St NE,North Capitol St & F St NW,Subscriber
